point_id,year,ArsenAs mg*kg-1,Azot amonowyNNH4 mg*kg-1,Azot azotanowyNNO3 mg*kg-1,Azot ogólny%,"BN-78/9180-11: 0,1-0,02 mmudział w %","BN-78/9180-11: 1,0-0,1 mmudział w %",BN-78/9180-11: < 0.02 mmudział w %,BarBa mg*kg-1,BerylBe mg*kg-1,ChromCr mg*kg-1,CynkZn mg*kg-1,Fosfor przyswajalnymg P2O5* 100g-1,Fosfor%,"Glin wymienny ""Al""cmol(+)*kg-1",Glin%,KadmCd mg*kg-1,KobaltCo mg*kg-1,Kwasowośc wymienna (Hw)cmol(+)*kg-1,Kwasowość hydrolityczna (Hh)cmol(+)*kg-1,LantanLa mg*kg-1,LitLi mg*kg-1,Magnez przyswajalnymg Mg*100g-1,Magnez wymienny (Mg2+)cmol(+)*kg-1,Magnez%,ManganMn mg*kg-1,MiedźCu mg*kg-1,NikielNi mg*kg-1,"Odczyn ""pH "" w zawiesinie H2OpH","Odczyn ""pH "" w zawiesinie KClpH",OłówPb mg*kg-1,"PTG 2008: 0,05-0,002 mmudział w %","PTG 2008: 2,0-0,05 mmudział w %",PTG 2008: < 0.002 mmudział w %,Pestycydy - zwiazki nie chlorowe - atrazinmg*kg-1,Pestycydy - zwiazki nie chlorowe - carbarylmg*kg-1,Pestycydy - zwiazki nie chlorowe - carbofuranmg*kg-1,Pestycydy chloroorganiczne - DDT/DDE/DDDmg*kg-1,Pestycydy chloroorganiczne - aldrinmg*kg-1,Pestycydy chloroorganiczne - alfa-HCHmg*kg-1,Pestycydy chloroorganiczne - beta-HCHmg*kg-1,Pestycydy chloroorganiczne - dieldrinmg*kg-1,Pestycydy chloroorganiczne - endrinmg*kg-1,Pestycydy chloroorganiczne - gamma-HCHmg*kg-1,Pojemność sorpcyjna gleby (T)cmol(+)*kg-1,Potas przyswajalnymg K2O*100g-1,Potas wymienny (K+)cmol(+)*kg-1,Potas%,Przewodnictwo elektryczne właściwemS*m-1,Próchnica%,RadioaktywnośćBq*kg-1,RtecHg mg*kg-1,Siarka przyswajalnamg S-SO4*100g-1,Siarka%,Stosunek C/Nnan,StrontSr mg*kg-1,Suma kationów wymiennych (S)cmol(+)*kg-1,Sód wymienny (Na+)cmol(+)*kg-1,Sód%,WWA - antracenµg*kg-1,WWA - benzo(a)antracenµg*kg-1,WWA - benzo(a)fluorantenµg*kg-1,WWA - benzo(a)pirenµg*kg-1,WWA - benzo(b)fluorantenµg*kg-1,WWA - benzo(ghi)perylenµg*kg-1,WWA - benzo(k)fluorantenµg*kg-1,WWA - chryzenµg*kg-1,"WWA - dibenzo(a,h)antracenµg*kg-1",WWA - fenantrenµg*kg-1,WWA - fluorantenµg*kg-1,WWA - fluorenµg*kg-1,"WWA - indeno(1,2,3-cd)pirenµg*kg-1",WWA - naftalenµg*kg-1,WWA - pirenµg*kg-1,WanadV mg*kg-1,Wapń wymianny (Ca2+)cmol(+)*kg-1,Wapń%,Wielopierscieniowe weglowodory aromatyczne suma 13 WWAµg*kg-1,Wysycenie kompleksu sorpcyjnego kationami zasadowymi (V)%,Węgiel organiczny%,Węglany (CaCO3)%,Zasoleniemg KCl*100g-1,Żelazo%
13,1995,,,,0.079,25.0,49.0,26.0,44.0,0.37,13.8,38.3,1.8,0.032,0.1,1.18,0.17,2.49,0.35,3.75,10.2,8.8,5.8,0.53,0.19,522.0,6.7,8.3,5.7,4.8,9.5,,,9.0,,,,,,,,,,,10.08,7.6,0.25,0.19,5.09,2.12,554.0,,1.38,0.017,15.6,11.0,6.33,0.06,0.008,,,,,,,,,,,,,,,,26.7,5.49,0.16,704.0,62.8,1.23,,13.1,1.27
13,2000,,,,0.069,25.0,51.0,24.0,40.0,0.37,12.3,43.0,3.7,0.04,0.12,0.99,0.21,3.08,0.28,3.9,8.4,7.6,5.9,0.57,0.17,533.0,6.3,7.2,6.0,4.7,11.7,,,6.0,,,,,,,,,,,10.92,9.6,0.36,0.16,6.7,2.09,481.0,,1.38,0.021,17.5,8.6,7.02,0.1,0.007,,,,,,,,,,,,,,,,26.7,5.99,0.15,797.0,64.29,1.21,,17.1,1.24
13,2005,,,,0.08,28.0,47.0,25.0,36.3,0.34,12.4,43.0,8.4,0.058,0.18,0.88,0.14,3.23,0.32,3.98,7.9,5.9,6.4,0.59,0.17,527.0,6.0,6.0,5.5,4.6,13.0,,,6.0,,,,,,,,,,,10.67,11.7,0.33,0.2,7.5,1.92,551.0,,1.13,0.022,13.9,8.0,6.69,0.05,0.009,,,,,,,,,,,,,,,,20.8,5.72,0.15,628.0,62.7,1.11,,19.8,1.1
13,2010,,,,0.125,31.0,46.0,23.0,38.6,0.34,11.7,51.2,8.4,0.064,0.11,0.66,0.13,3.99,0.23,4.05,9.2,6.5,6.5,0.53,0.15,531.0,5.8,7.3,6.3,4.9,13.0,31.0,65.0,4.0,,,,,,,,,,,9.48,13.1,0.34,0.13,4.68,1.9,586.0,,1.21,0.019,8.8,6.5,5.43,0.06,0.004,,,,,,,,,,,,,,,,15.6,4.49,0.14,678.7,57.26,1.1,,12.34,1.24
13,2015,3.29,5.27,8.18,0.14,29,49,22,33.1,0.25,10.3,38.0,8.8,0.06,0.27,0.48,0.12,3.71,0.46,4.65,6.7,5.0,6.16,0.4,0.11,520,5.4,5.9,5.0,4.0,11.1,32,64,4,"<0,001","<0,001","<0,001",0.006,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",8.64,14.3,0.44,0.09,6.99,2.04,761,0.02,0.91,0.017,8.5,5.7,3.99,0.1,0.005,6.0,33.2,9.6,43.6,61.9,33.3,21.1,36.9,9.2,39.8,72.8,5.8,44.6,6.8,63.6,13.8,3.04,0.09,471.8,46.16,1.18,,18.45,0.93
13,2020,3.45,2.3,34,0.135,34,51,15,29.2,"<2,00",12.4,32.3,18.1,0.021,0.03,1.16,"<0,50",3.73,0.09,1.7,8.98,"<10,00",7.7,0.87,0.26,503,5.03,6.15,6.8,6.5,11.2,33,63,4,,,,,,,,,,,17.5,29.3,0.72,0.16,13.2575757,3.89,594,"<0,100",1.4,0.021,16.67,"<10,00",10.89,"<0,10",0.01,"<25,0",70,"<25,0",98,99,71,86,91,"<25,0",31,144,"<25,0",94,"<25,0",122,16,9.3,0.19,906,62.23,2.25,0.04,35,1.56
15,1995,,,,0.098,19.0,61.0,20.0,39.3,0.33,11.2,29.0,8.7,0.049,0.77,0.89,0.21,2.55,1.03,4.28,8.6,6.0,6.6,0.59,0.17,263.0,5.3,7.7,5.5,4.3,9.3,,,9.0,,,,,,,,,,,8.2,7.8,0.28,0.14,3.44,2.23,519.0,,1.38,0.014,13.2,9.0,3.92,0.06,0.007,,,,,,,,,,,,,,,,20.0,2.99,0.11,238.0,47.8,1.29,,8.9,0.96
15,2000,,,,0.09,19.0,63.0,18.0,37.0,0.43,12.8,32.7,9.8,0.046,0.12,0.82,0.16,2.95,0.21,3.53,10.1,7.0,8.8,0.8,0.21,297.0,5.5,6.9,6.0,4.6,10.0,,,6.0,,,,,,,,,,,7.91,10.0,0.34,0.18,5.1,1.98,567.0,,1.25,0.014,12.8,11.0,4.38,0.06,0.008,,,,,,,,,,,,,,,,23.3,3.18,0.13,448.0,55.37,1.15,,13.5,1.14
15,2005,,,,0.088,16.0,63.0,21.0,38.6,0.3,11.0,28.3,6.6,0.05,0.78,0.67,0.13,3.09,0.96,4.73,8.2,4.7,8.7,0.88,0.13,245.0,5.0,6.0,5.6,4.3,12.0,,,6.0,,,,,,,,,,,8.73,7.7,0.21,0.15,5.0,1.74,486.0,,1.35,0.02,11.5,7.0,4.0,0.05,0.008,,,,,,,,,,,,,,,,18.2,2.86,0.1,174.0,45.82,1.01,,13.2,1.0
15,2010,,,,0.125,19.0,64.0,17.0,31.6,0.36,11.0,40.0,8.3,0.05,1.18,0.64,0.1,3.25,1.37,4.8,8.2,5.8,6.7,0.52,0.14,294.0,4.5,7.1,5.8,4.3,10.8,19.0,76.0,5.0,,,,,,,,,,,8.64,13.1,0.3,0.13,5.99,2.09,489.0,,1.66,0.019,9.7,6.4,3.84,0.08,0.006,,,,,,,,,,,,,,,,13.5,2.94,0.09,200.2,44.46,1.21,,15.81,1.1
15,2015,4.15,7.19,2.56,0.13,20,61,19,26.7,0.27,9.4,32.0,4.8,0.05,1.06,0.44,0.08,3.65,1.31,5.48,7.5,4.3,6.4,0.15,0.13,257,6.1,7.6,4.9,3.6,9.8,24,72,4,"<0,001","<0,001","<0,001",0.049,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",8.36,7.5,0.63,0.07,3.65,2.22,736,0.01,2.13,0.017,9.9,5.7,2.88,0.08,0.002,3.7,8.5,6.1,12.6,7.4,10.0,7.5,9.1,5.8,16.6,16.0,4.8,13.9,10.4,14.3,12.1,2.02,0.08,130.3,34.45,1.29,,9.64,0.88
15,2020,3.15,5.7,33.5,0.178,20,65,15,26.2,"<2,00",8.55,25.7,10.8,0.029,0.09,0.5,"<0,50",2.59,1.86,5.4,7.63,"<10,00",2.9,0.32,0.1,281,3.59,4.85,4.6,4.3,8.86,17,79,4,,,,,,,,,,,8.8,5.9,0.15,0.07,16.2878787,0.98,488,"<0,100",2.6,0.014,3.2,"<10,00",2.57,"<0,10",0.004,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",10.5,2.1,0.15,"<25,0",29.2,0.57,"<0,01",43,0.54
17,1995,,,,0.087,24.0,61.0,15.0,33.3,0.2,9.5,40.0,21.8,0.067,,0.63,0.23,1.39,,0.83,7.3,3.5,4.2,0.53,0.11,380.0,5.3,3.3,7.2,6.2,9.3,,,2.0,,,,,,,,,,,12.78,10.4,0.38,0.12,9.29,1.88,431.0,,1.25,0.012,12.5,10.4,11.95,0.06,0.007,,,,,,,,,,,,,,,,13.3,10.98,0.32,1247.0,93.51,1.09,,23.9,0.79
17,2000,,,,0.089,25.0,62.0,13.0,35.0,0.23,9.7,46.7,26.0,0.08,,0.56,0.2,1.13,,1.08,6.3,3.5,3.9,0.46,0.1,363.0,4.8,3.3,7.2,6.3,11.2,,,2.0,,,,,,,,,,,11.32,9.6,0.36,0.11,11.1,1.99,416.0,,1.38,0.016,12.9,10.1,10.24,0.06,0.006,,,,,,,,,,,,,,,,16.0,9.36,0.29,1760.0,90.46,1.15,,29.3,0.82
17,2005,,,,0.092,24.0,60.0,16.0,31.8,0.23,8.3,39.5,23.6,0.077,,0.5,0.18,1.05,,1.08,5.9,2.0,53.0,0.42,0.06,369.0,4.7,3.2,6.9,6.0,13.3,,,2.0,,,,,,,,,,,10.87,11.0,0.29,0.11,7.7,1.89,429.0,,1.25,0.02,12.0,8.2,9.79,0.04,0.008,,,,,,,,,,,,,,,,14.0,9.04,0.21,1209.0,90.06,1.1,,20.3,0.78
17,2010,,,,0.103,24.0,62.0,14.0,30.1,0.21,8.1,40.3,25.0,0.073,,0.37,0.16,1.9,,1.8,7.0,2.8,5.1,0.44,0.07,328.0,4.2,3.4,7.1,6.3,11.4,19.0,78.0,3.0,,,,,,,,,,,7.94,16.2,0.4,0.09,5.06,1.93,392.0,,1.3,0.016,10.9,6.2,6.14,0.05,0.005,,,,,,,,,,,,,,,,10.5,5.25,0.15,951.6,77.34,1.12,,13.36,0.8
17,2015,2.81,7.71,2.75,0.13,27,59,14,34.4,0.2,8.3,39.0,23.1,0.07,,0.38,0.14,2.28,,1.95,6.3,2.9,4.5,0.37,0.08,328,5.0,3.4,6.8,5.9,10.3,21,77,2,0.001,"<0,001","<0,001",0.012,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",7.11,17.5,0.36,0.1,3.73,1.95,205,0.01,0.52,0.016,8.7,6.9,5.16,0.04,0.006,10.0,40.8,11.1,49.1,67.2,33.1,22.7,40.9,10.9,56.8,109.2,7.0,38.4,6.6,99.5,11.2,4.39,0.16,585.6,72.56,1.13,0.12,9.85,0.73
17,2020,3.27,3.2,33.4,0.109,40,45,15,29.1,"<2,00",9.08,34.3,23.5,0.028,0.02,0.71,"<0,50",2.15,0.09,1.1,8.26,"<10,00",5.2,0.53,0.17,312,4.49,3.39,7.5,7.3,10.7,39,57,4,,,,,,,,,,,15.3,17.3,0.41,0.14,11.7424242,4.58,485,"<0,100",3.3,0.02,24.4,"<10,00",10.44,"<0,10",0.008,"<25,0",27,"<25,0",37,37,31,30,35,"<25,0","<25,0",60,"<25,0",36,"<25,0",54,11.3,9.5,3.5,347,68.24,2.66,0.04,31,0.77
21,1995,,,,0.117,35.0,36.0,29.0,81.3,0.43,16.5,35.0,4.4,0.07,,1.34,0.19,3.04,,1.5,11.2,11.0,7.3,0.8,0.25,735.0,8.7,17.5,6.6,5.6,6.0,,,8.0,,,,,,,,,,,13.7,8.1,0.32,0.2,6.71,1.84,523.0,,1.38,0.016,9.1,14.5,12.2,0.1,0.013,,,,,,,,,,,,,,,,33.3,10.98,0.32,295.0,89.05,1.07,,17.3,1.8
21,2000,,,,0.132,37.0,35.0,28.0,88.0,0.5,16.2,43.0,7.0,0.08,,1.17,0.24,3.3,,1.65,9.6,11.8,7.1,0.78,0.24,702.0,10.0,18.6,7.0,5.8,8.3,,,10.0,,,,,,,,,,,14.01,11.1,0.42,0.18,8.4,2.01,625.0,,1.55,0.017,8.8,15.7,12.36,0.06,0.01,,,,,,,,,,,,,,,,33.3,11.1,0.33,483.0,88.22,1.16,,22.2,2.0
21,2005,,,,0.116,36.0,31.0,33.0,81.8,0.43,17.4,38.3,56.6,0.134,,0.98,0.25,3.51,,1.83,9.3,10.6,20.1,1.83,0.23,674.0,14.3,16.6,6.7,5.9,10.6,,,9.0,,,,,,,,,,,15.1,24.7,0.57,0.21,13.6,2.06,579.0,,1.5,0.022,10.3,17.0,13.27,0.09,0.016,,,,,,,,,,,,,,,,23.4,10.78,0.37,297.0,87.88,1.19,,36.0,1.81
21,2010,,,,0.154,39.0,33.0,28.0,80.2,0.46,14.9,58.5,69.3,0.118,,0.68,0.24,5.95,,1.2,8.6,7.4,13.3,0.87,0.19,682.0,13.5,18.4,7.8,6.9,10.6,43.0,49.0,8.0,,,,,,,,,,,22.84,16.4,0.37,0.12,12.22,2.52,478.0,,1.46,0.029,9.5,15.7,21.64,0.09,0.006,,,,,,,,,,,,,,,,15.4,20.31,0.39,369.6,94.75,1.46,,32.27,1.91
21,2015,4.14,9.81,3.63,0.17,43,34,23,70.1,0.44,16.1,53.2,78.7,0.1,,0.78,0.25,5.84,,1.5,7.4,8.5,10.7,0.36,0.19,609,13.8,17.9,7.2,6.4,10.2,43,53,4,0.001,"<0,001","<0,001",0.029,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",14.31,16.8,1.12,0.13,8.87,2.41,841,0.07,1.0,0.027,8.2,16.9,12.81,0.08,0.008,5.8,29.0,7.2,36.7,54.3,34.1,19.7,35.2,8.8,63.7,63.4,5.2,36.0,11.0,54.8,16.8,11.25,0.36,446.7,89.52,1.4,0.17,23.42,1.62
21,2020,4.63,3.8,35.9,0.18,35,44,21,85,"<2,00",19.4,55.5,42.6,0.056,0.01,1.22,"<0,50",5.85,0.09,1.2,12.39,"<10,00",13.3,1.57,0.22,631,18,18,7.3,7.1,10.7,41,55,4,,,,,,,,,,,25.4,13.6,0.33,0.12,11.7424242,4.84,588,0.162,2.8,0.026,15.61,24.2,18,"<0,10",0.011,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",19.8,16.1,0.24,"<25,0",70.87,2.81,0.07,31,1.53
23,1995,,,,0.104,34.0,42.0,24.0,69.3,0.43,14.8,36.7,24.2,0.07,,1.23,0.17,2.49,,1.13,13.6,10.2,5.8,0.62,0.24,442.0,10.3,12.5,6.9,6.1,9.6,,,9.0,,,,,,,,,,,12.09,7.9,0.3,0.2,6.88,1.46,527.0,,1.38,0.014,8.2,15.5,10.96,0.06,0.015,,,,,,,,,,,,,,,,26.7,9.98,0.35,724.0,90.65,0.85,,17.7,1.39
23,2000,,,,0.106,34.0,42.0,24.0,72.0,0.43,15.0,40.3,28.0,0.08,,0.92,0.18,3.83,,1.28,12.9,10.5,6.8,0.66,0.23,433.0,10.0,12.6,7.1,6.2,11.0,,,9.0,,,,,,,,,,,12.96,10.9,0.44,0.17,8.9,1.66,467.0,,1.08,0.018,9.0,15.2,11.68,0.1,0.011,,,,,,,,,,,,,,,,30.3,10.48,0.35,764.0,90.12,0.96,,23.0,1.34
23,2005,,,,0.091,34.0,40.0,26.0,64.3,0.38,13.1,39.5,24.3,0.08,,0.83,0.2,4.23,,1.65,9.4,7.4,6.3,0.58,0.27,450.0,9.4,13.0,6.6,5.7,14.0,,,7.0,,,,,,,,,,,11.71,10.7,0.28,0.16,6.4,1.47,559.0,,1.15,0.02,9.3,12.6,10.06,0.04,0.014,,,,,,,,,,,,,,,,27.5,9.16,0.34,673.0,85.91,0.85,,17.0,1.11
23,2010,,,,0.105,39.0,36.0,25.0,60.7,0.38,11.9,44.8,22.5,0.063,,0.58,0.19,4.34,,1.58,9.7,6.8,7.1,0.6,0.15,452.0,8.3,13.8,7.3,6.2,15.8,36.0,55.0,9.0,,,,,,,,,,,11.08,19.7,0.42,0.13,7.92,1.69,515.0,,0.87,0.015,9.3,9.4,9.5,0.14,0.007,,,,,,,,,,,,,,,,12.9,8.33,0.23,604.0,85.74,0.98,0.04,20.92,1.14
23,2015,3.21,6.11,1.71,0.11,40,37,23,54.4,0.35,12.0,47.8,16.0,0.06,,0.59,0.18,4.7,,1.58,7.4,6.7,5.4,0.39,0.15,417,9.0,14.8,6.9,6.4,9.6,39,56,5,"<0,001","<0,001","<0,001",0.003,0.001,"<0,001","<0,001","<0,001","<0,001","<0,001",10.58,20.4,0.51,0.12,10.04,1.59,518,0.04,1.81,0.021,8.4,10.4,9.0,0.11,0.008,6.1,35.1,9.0,40.5,61.9,34.0,22.8,41.6,9.5,40.4,67.2,5.5,36.7,6.7,58.0,12.8,8.0,0.26,459.5,85.07,0.92,0.1,26.51,1.18
23,2020,2.07,2.3,34.9,0.15,24,61,15,111,"<2,00",8.77,67.9,6.2,0.042,0.02,0.32,"<0,50",10.2,0.09,2.9,18.7,"<10,00",9.2,0.93,0.07,513,4.88,4.88,6.2,5.9,15.8,21,75,4,,,,,,,,,,,11.3,5.9,0.37,0.05,15.5303030,3.21,500,"<0,100",2.2,0.015,12.4,17.2,8,"<0,10",0.009,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",16.2,6.7,0.09,"<25,0",70.8,1.86,0.03,41,0.61
25,1995,,,,0.263,28.0,22.0,50.0,131.7,0.77,29.2,50.0,3.6,0.094,,2.03,0.37,3.37,,3.22,13.2,19.0,19.8,2.42,0.41,712.0,20.0,27.8,6.3,5.3,13.9,,,18.0,,,,,,,,,,,25.08,8.6,0.47,0.25,7.4,4.25,740.0,,2.88,0.05,9.3,25.3,21.86,0.26,0.016,,,,,,,,,,,,,,,,60.0,18.71,0.53,196.0,87.16,2.46,,19.0,2.33
25,2000,,,,0.28,28.0,25.0,47.0,118.3,0.83,27.8,60.7,5.0,0.103,,1.89,0.39,4.39,,3.4,14.2,20.4,21.5,2.38,0.43,697.0,20.7,29.8,6.0,5.1,14.7,,,19.0,,,,,,,,,,,24.38,8.8,0.51,0.22,9.8,4.15,641.0,,2.87,0.046,8.6,26.1,20.98,0.13,0.011,,,,,,,,,,,,,,,,58.3,17.96,0.55,235.0,86.05,2.41,,25.9,2.33
25,2005,,,,0.276,32.0,22.0,46.0,94.3,0.63,26.0,63.1,3.3,0.104,0.14,1.77,0.28,4.36,0.32,4.03,11.6,14.8,20.1,2.1,0.4,616.0,19.3,24.4,5.8,4.8,18.5,,,14.0,,,,,,,,,,,26.57,7.1,0.23,0.24,7.7,4.53,655.0,,2.0,0.051,9.5,27.5,22.54,0.1,0.016,,,,,,,,,,,,,,,,57.3,20.11,0.47,410.0,84.83,2.63,,20.3,2.22
25,2010,,,,0.254,36.0,26.0,38.0,83.7,0.66,18.1,57.9,2.4,0.066,0.03,1.02,0.26,6.48,0.21,4.05,9.8,13.3,21.2,2.82,0.29,565.0,16.2,25.1,6.6,5.2,14.9,50.0,39.0,11.0,,,,,,,,,,,31.42,7.1,0.22,0.1,7.39,3.9,548.0,,1.86,0.048,8.9,15.1,27.37,0.17,0.003,,,,,,,,,,,,,,,,20.9,24.16,0.4,151.7,87.11,2.26,,19.51,2.07
25,2015,4.95,7.17,"<1,00",0.27,39,31,30,86.6,0.68,24.1,58.1,1.8,0.06,0.05,1.26,0.24,6.96,0.37,5.18,9.5,14.2,17.6,0.2,0.29,523,16.3,26.4,5.5,4.5,14.0,47,47,6,"<0,001","<0,001","<0,001",0.005,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",28.06,7.3,5.49,0.13,5.04,4.03,766,0.05,1.59,0.043,8.7,18.6,22.88,0.12,0.008,3.2,7.1,4.4,10.5,6.4,10.2,7.0,10.5,5.4,24.7,15.0,3.3,12.3,9.2,12.7,28.2,17.07,0.4,128.3,81.54,2.34,,13.31,1.94
25,2020,1.88,4,51.2,0.05,37,40,23,21,"<2,00",4.79,20.7,10.6,0.062,0.02,0.34,"<0,50",1.68,1,3.8,10.3,"<10,00",1.4,0.13,0.46,241,4.01,3.32,5,4.1,10.5,47,50,3,,,,,,,,,,,3.8,12.7,0.28,0.08,7.57575757,2.81,687,"<0,100",4.78,0.014,32.6,"<10,00",1.25,"<0,10",0.008,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",6.29,0.8,0.69,"<25,0",32.89,1.63,"<0,01",20,0.36
27,1995,,,,0.132,33.0,40.0,27.0,40.3,0.4,17.0,45.0,10.4,0.075,,1.33,0.29,1.83,,1.87,11.1,9.1,6.4,0.72,0.23,303.0,8.7,10.5,6.9,6.0,10.7,,,8.0,,,,,,,,,,,10.14,16.6,0.38,0.24,7.31,2.03,638.0,,1.88,0.026,8.8,8.6,8.27,0.06,0.008,,,,,,,,,,,,,,,,40.0,7.11,0.21,199.0,81.56,1.16,,18.8,1.39
27,2000,,,,0.14,28.0,42.0,30.0,43.0,0.53,17.7,38.3,7.9,0.09,,1.1,0.21,2.99,,1.5,13.3,10.6,8.0,0.74,0.29,323.0,9.0,8.5,6.5,5.6,10.9,,,10.0,,,,,,,,,,,9.74,17.7,0.45,0.26,5.8,1.88,637.0,,1.75,0.024,7.8,8.3,8.24,0.06,0.006,,,,,,,,,,,,,,,,33.3,6.99,0.18,326.0,84.6,1.09,,15.3,1.46
27,2005,,,,0.123,30.0,44.0,26.0,35.0,0.33,12.3,41.3,10.9,0.09,,0.93,0.18,2.96,,1.53,10.0,9.0,6.0,0.59,0.17,306.0,7.2,7.7,6.6,5.8,10.0,,,8.0,,,,,,,,,,,10.08,18.2,0.66,0.18,7.4,2.18,666.0,,1.5,0.022,10.2,7.4,8.55,0.03,0.007,,,,,,,,,,,,,,,,39.1,7.27,0.14,241.0,84.82,1.26,,19.5,1.06
27,2010,,,,0.162,33.0,42.0,25.0,40.0,0.36,15.6,51.2,7.2,0.082,0.24,0.72,0.17,4.4,0.42,4.5,9.3,6.3,5.5,0.48,0.18,375.0,8.2,8.9,6.1,4.6,19.8,37.0,59.0,4.0,,,,,,,,,,,10.33,11.6,0.38,0.12,4.72,2.83,608.0,,1.24,0.02,10.1,4.3,5.83,0.1,0.003,,,,,,,,,,,,,,,,16.3,4.87,0.17,257.9,56.42,1.64,,12.46,1.17
27,2015,3.03,9.5,8.93,0.17,32,44,24,41.7,0.36,14.6,42.5,10.2,0.08,0.66,0.75,0.14,4.13,0.96,6.15,9.1,7.0,4.2,0.25,0.17,335,8.0,8.3,4.7,3.6,12.4,38,59,3,0.001,"<0,001","<0,001",0.011,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",9.72,11.0,0.44,0.16,5.64,2.39,923,0.03,0.62,0.021,8.2,5.3,3.57,0.04,0.006,2.5,12.3,4.4,17.7,28.9,13.8,10.4,15.9,4.4,13.4,27.6,2.1,15.7,5.0,24.3,17.9,2.84,0.1,189.0,36.75,1.39,,14.89,1.08
27,2020,4.54,4.4,33.9,0.19,24,51,25,52.2,"<2,00",22.4,46.2,5.3,0.092,"<0,0022",1.35,"<0,50",5.41,0.09,2.1,15.16,14.6,6.3,0.65,0.25,293,5.73,10.8,6.6,6.1,23.6,32,63,5,,,,,,,,,,,7.9,13,0.35,0.19,17.4242424,3.67,643,"<0,100",4.5,0.02,11.21,10.6,5.6,"<0,10",0.006,"<25,0",66,"<25,0",88,93,86,80,84,"<25,0",32,153,"<25,0",126,"<25,0",127,27.7,4.6,0.33,935,70.89,2.13,0.03,46,1.87
29,1995,,,,0.16,38.0,19.0,43.0,47.7,0.5,19.2,48.3,4.8,0.067,1.73,1.51,0.11,2.88,2.1,6.67,14.0,11.9,9.4,0.99,0.24,483.0,7.7,11.2,4.9,3.6,11.6,,,15.0,,,,,,,,,,,12.1,10.6,0.42,0.29,3.18,2.79,873.0,,1.0,0.025,10.1,11.0,5.43,0.03,0.008,,,,,,,,,,,,,,,,46.7,3.99,0.13,595.0,44.88,1.62,,8.2,1.67
29,2000,,,,0.173,39.0,18.0,43.0,48.3,0.57,19.8,41.7,3.7,0.066,2.19,1.3,0.11,4.03,2.56,6.53,14.7,13.7,8.9,0.84,0.29,525.0,8.0,8.8,5.0,3.8,12.3,,,17.0,,,,,,,,,,,11.98,13.3,0.59,0.29,3.5,3.14,835.0,,1.0,0.03,10.5,10.3,5.45,0.03,0.007,,,,,,,,,,,,,,,,40.0,3.99,0.12,730.0,45.49,1.82,,9.2,1.76
29,2005,,,,0.128,40.0,17.0,43.0,46.5,0.4,18.3,45.0,2.7,0.069,2.19,1.38,0.1,4.89,2.4,6.82,12.8,12.3,10.6,0.98,0.23,388.0,6.6,7.3,4.3,3.5,12.6,,,12.0,,,,,,,,,,,11.88,17.0,0.43,0.32,6.0,2.87,872.0,,0.75,0.026,13.0,9.2,5.06,0.03,0.012,,,,,,,,,,,,,,,,38.4,3.62,0.12,358.0,42.59,1.66,,16.0,1.49
29,2010,,,,0.163,41.0,17.0,42.0,47.8,0.53,17.1,55.9,2.2,0.048,0.73,0.86,0.14,8.38,0.96,5.1,13.1,10.6,13.9,0.81,0.22,639.0,8.1,10.8,5.7,4.2,16.1,57.0,32.0,11.0,,,,,,,,,,,10.81,24.6,0.71,0.22,5.06,2.62,820.0,,1.07,0.019,9.3,8.7,5.71,0.06,0.006,,,,,,,,,,,,,,,,24.4,4.12,0.11,431.6,52.84,1.52,,13.37,1.7
29,2015,3.83,7.73,12.38,0.18,43,17,40,45.9,0.56,19.9,38.7,4.5,0.05,0.67,0.9,0.11,7.22,0.95,5.7,12.9,10.2,10.8,0.67,0.24,450,9.7,14.5,4.6,3.6,11.4,60,30,10,"<0,001","<0,001","<0,001",0.022,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",10.87,32.8,1.14,0.25,8.18,2.41,631,0.03,0.59,0.021,7.8,8.8,5.17,0.05,0.006,4.6,14.5,5.3,23.0,29.9,21.0,12.1,17.0,7.8,12.9,27.0,1.2,19.8,8.2,29.5,25.6,3.32,0.19,220.3,47.58,1.4,,21.6,1.6
