point_id,year,As [mg*kg-1],Ba [mg*kg-1],Be [mg*kg-1],Cd [mg*kg-1],Co [mg*kg-1],Cr [mg*kg-1],Cu [mg*kg-1],Hg [mg*kg-1],La [mg*kg-1],Li [mg*kg-1],Mn [mg*kg-1],Ni [mg*kg-1],Pb [mg*kg-1],Sr [mg*kg-1],V [mg*kg-1],Zn [mg*kg-1]
265,1995,,30.6,0.2,0.24,1.81,5.8,28.3,,6.6,3.1,265,2.8,10.4,6.4,9.3,31.0
265,2000,,25.5,0.13,0.17,1.76,4.3,30.0,,5.7,2.6,233,2.6,10.4,4.5,6.7,28.6
265,2005,,33.2,0.17,0.24,1.76,4.7,31.8,,4.5,3.8,278,2.3,12.0,5.0,6.2,30.9
265,2010,,17.0,0.11,0.07,1.38,2.9,3.5,,3.6,1.1,174,2.3,9.5,2.0,4.1,17.6
265,2015,1.54,19.7,0.12,0.09,1.37,3.3,3.0,0.01,4.5,1.5,158.0,2.4,10.8,2.6,4.5,19.3
265,2020,2.21,48.2,"<2,00","<0,50",2.87,4.95,3.62,"<0,100",5.12,"<10,00",536,2.72,12.4,"<10,00",8.3,20.1
267,1995,,33.3,0.2,0.31,1.12,7.0,4.0,,8.0,4.6,297,3.5,12.9,7.3,8.7,28.7
267,2000,,31.6,0.2,0.32,1.21,7.5,3.8,,5.7,4.1,270,4.6,12.3,6.7,10.3,25.5
267,2005,,29.3,0.16,0.29,1.0,6.9,3.5,,6.1,3.7,253,3.9,13.3,5.3,8.5,23.8
267,2010,,29.5,0.18,0.19,2.16,5.4,3.8,,6.6,2.5,295,4.1,12.9,3.7,6.4,26.5
267,2015,1.61,29.6,0.19,0.18,2.41,6.5,3.6,0.01,7.4,3.2,282.0,4.8,11.0,4.1,7.8,25.5
267,2020,1.48,30.6,"<2,00","<0,50",2.28,6.24,"<2,00","<0,100",8.38,"<10,00",276,4.24,17.2,"<10,00",7.31,23.2
269,1995,,38.3,0.27,0.31,2.35,11.2,7.7,,9.6,8.1,263,10.8,10.3,10.2,17.7,33.3
269,2000,,39.3,0.3,0.32,2.8,11.7,8.7,,7.0,7.8,288,11.8,9.1,8.4,20.0,35.3
269,2005,,36.9,0.27,0.42,2.16,10.7,10.4,,7.5,7.3,315,12.6,10.6,9.3,20.9,32.6
269,2010,,36.2,0.29,0.23,4.57,9.8,8.8,,7.0,6.8,313,14.5,9.8,8.1,10.8,42.0
269,2015,2.69,37.6,0.27,0.26,4.9,10.6,7.9,0.01,6.3,6.7,301.0,15.8,9.4,7.3,11.8,41.5
269,2020,3.11,43.6,"<2,00","<0,50",5.02,12.9,8.75,"<0,100",9.14,"<10,00",328,15.4,9.95,"<10,00",14,39
271,1995,,16.7,0.1,0.12,1.44,3.5,2.7,,4.0,1.6,203,2.8,10.1,3.6,4.9,18.3
271,2000,,19.6,0.17,0.15,1.57,4.0,3.0,,4.3,2.3,188,3.0,8.3,3.9,5.7,17.7
271,2005,,21.5,0.07,0.07,1.83,5.1,3.0,,6.6,3.2,195,3.3,11.3,4.4,6.3,20.8
271,2010,,20.1,0.12,0.09,1.71,4.1,5.1,,4.9,2.1,196,2.8,9.4,3.6,5.3,22.9
271,2015,1.31,21.5,0.13,0.08,1.91,5.2,3.5,0.01,6.3,2.6,201.0,3.4,9.4,3.4,6.5,22.2
271,2020,1.5,22.7,"<2,00","<0,50",2.09,6.43,5.51,"<0,100",4.47,"<10,00",237,3.37,12.5,"<10,00",7.64,30.7
273,1995,,20.9,0.07,0.15,0.85,2.0,1.0,,5.3,1.9,132,1.8,8.7,5.2,4.9,11.5
273,2000,,17.5,0.1,0.12,0.75,3.3,1.3,,5.9,2.1,151,2.0,7.2,3.7,5.7,10.8
273,2005,,20.2,0.1,0.1,1.09,3.9,1.4,,4.5,2.9,127,2.3,8.3,3.9,5.3,11.4
273,2010,,33.7,0.18,0.12,2.25,4.3,16.2,,7.0,2.1,259,3.8,9.4,3.4,5.7,28.6
273,2015,1.66,18.6,0.15,0.07,1.35,4.7,2.9,0.02,6.0,3.1,61.0,3.8,6.6,3.0,6.1,12.9
273,2020,1.21,17.3,"<2,00","<0,50","<1,00",3.96,2.73,0.108,6.6,"<10,00",45,2.32,6.71,"<10,00",5.09,15.2
275,1995,,17.5,0.1,0.16,0.88,3.5,2.0,,4.8,1.7,100,2.0,9.5,3.6,6.1,24.3
275,2000,,17.5,0.1,0.21,1.07,4.3,2.0,,3.4,2.0,128,2.7,9.6,2.7,5.3,27.5
275,2005,,17.1,0.13,0.16,1.46,3.2,1.9,,3.8,2.3,111,2.7,11.0,2.3,4.9,22.0
275,2010,,19.2,0.12,0.12,1.05,3.0,2.1,,4.2,1.4,142,2.4,11.7,2.3,3.7,22.8
275,2015,1.72,23.2,0.11,0.16,1.1,3.5,2.4,0.01,5.1,1.8,207.0,2.9,13.3,2.9,4.5,28.3
275,2020,1.2,21.4,"<2,00","<0,50",1.05,3.88,"<2,00","<0,100",5.7,"<10,00",186,2.48,10.1,"<10,00",4.66,15.1
277,1995,,43.3,0.37,0.15,2.65,12.5,7.0,,13.6,6.3,265,10.0,8.0,10.8,26.7,24.5
277,2000,,41.3,0.3,0.2,3.04,11.0,5.8,,9.5,5.5,303,7.4,9.7,13.9,26.7,22.5
277,2005,,46.3,0.36,0.21,2.64,11.3,6.8,,16.5,5.2,288,9.5,9.2,14.6,19.8,21.6
277,2010,,38.5,0.31,0.17,3.06,9.2,5.4,,11.1,3.3,249,7.6,9.7,14.2,11.9,26.8
277,2015,2.32,28.9,0.31,0.13,3.15,9.6,5.1,0.01,12.9,4.6,214.0,7.7,7.4,12.4,12.6,19.5
277,2020,3.08,40.5,"<2,00","<0,50",3.36,11.8,6.05,"<0,100",13.78,"<10,00",262,8.03,10.2,19.6,15.7,26.6
279,1995,,48.7,0.3,0.23,1.61,9.8,4.7,,13.7,7.8,370,7.5,9.1,14.4,20.0,36.7
279,2000,,47.0,0.23,0.28,2.07,8.2,4.8,,11.6,6.5,352,6.4,11.3,16.0,23.7,36.0
279,2005,,44.4,0.3,0.2,1.86,9.1,4.3,,13.7,4.8,342,7.9,11.0,19.3,18.3,32.5
279,2010,,47.7,0.27,0.28,2.98,7.7,5.4,,8.6,2.7,361,6.9,11.4,12.8,8.9,37.4
279,2015,1.69,37.7,0.24,0.19,2.54,7.5,4.5,0.02,9.3,4.2,308.0,6.1,10.0,7.5,9.3,20.7
279,2020,2.68,66.2,"<2,00","<0,50",3.59,12.1,7.09,"<0,100",9.84,"<10,00",496,8.37,17,15.4,13.8,35.5
281,1995,,52.0,0.4,0.28,3.04,12.0,5.5,,17.9,7.2,502,10.5,10.7,15.2,26.7,30.2
281,2000,,52.0,0.38,0.24,3.09,11.0,5.3,,14.6,7.0,478,7.5,9.9,11.3,30.3,28.2
281,2005,,49.0,0.4,0.2,2.71,10.0,5.3,,19.7,6.2,485,9.6,10.6,15.3,28.6,27.5
281,2010,,48.4,0.41,0.2,4.3,11.2,6.6,,13.1,3.8,435,9.2,12.1,8.2,15.6,31.9
281,2015,2.94,40.2,0.51,0.19,5.27,14.8,7.5,0.03,17.1,7.3,428.0,11.9,11.2,8.3,20.3,32.2
281,2020,3.57,54.9,"<2,00","<0,50",4.69,14.1,5.42,"<0,100",20.17,"<10,00",410,10.4,10.5,12.8,18.8,23.1
283,1995,,60.0,0.5,0.24,3.43,13.8,8.2,,14.8,8.0,377,14.3,10.9,19.2,33.3,32.2
283,2000,,53.7,0.39,0.31,2.82,9.3,5.3,,8.2,5.3,284,12.9,10.0,13.4,34.8,32.5
283,2005,,62.1,0.4,0.29,4.0,13.6,6.4,,12.7,5.8,360,10.6,12.6,20.9,28.3,30.6
283,2010,,51.1,0.34,0.52,3.28,9.2,7.8,,9.4,2.7,339,8.3,16.9,24.7,10.2,40.6
283,2015,2.5,46.4,0.4,0.18,4.06,11.3,7.7,0.02,10.3,5.6,394.0,10.4,12.3,16.1,13.6,39.9
283,2020,1.93,35.4,"<2,00","<0,50",3.03,12.1,2.32,"<0,100",10.27,"<10,00",265,10.6,6.69,163,14.3,20.6
285,1995,,56.3,0.37,0.25,2.43,10.3,5.5,,17.4,6.1,545,6.8,11.2,12.7,20.0,56.7
285,2000,,62.0,0.43,0.3,2.53,13.8,8.5,,17.9,7.0,440,7.5,14.0,14.5,26.6,46.0
285,2005,,61.6,0.47,0.25,2.73,12.7,5.7,,19.7,7.7,472,9.3,13.0,13.9,22.8,48.4
285,2010,,49.5,0.39,0.17,4.64,10.0,5.3,,13.6,4.3,551,8.6,12.2,6.2,13.9,36.0
285,2015,2.98,45.0,0.43,0.15,5.03,13.3,6.0,0.02,16.6,6.7,433.0,10.7,10.7,8.7,18.0,26.4
285,2020,3.92,58.3,"<2,00","<0,50",5.08,15.6,5.69,"<0,100",20.3,"<10,00",399,11,11.8,10.4,20.1,27.4
287,1995,,23.1,0.17,0.39,1.13,5.2,4.2,,4.8,1.9,162,1.8,10.0,10.2,6.7,25.2
287,2000,,24.6,0.13,0.42,1.17,3.8,4.7,,4.0,2.1,195,2.0,8.8,12.8,7.3,22.8
287,2005,,29.9,0.16,0.46,1.5,5.6,3.1,,3.8,2.6,185,2.6,9.5,14.7,7.3,21.1
287,2010,,25.8,0.11,0.08,1.03,4.1,2.1,,3.8,1.5,220,2.0,7.6,2.4,4.0,11.7
287,2015,1.29,26.3,0.13,0.06,1.16,4.3,2.1,0.01,5.3,2.7,194.0,2.5,6.8,2.9,5.0,10.8
287,2020,"<1,00",22,"<2,00","<0,50",1.18,3.59,"<2,00","<0,100",4.62,"<10,00",229,2.43,4.64,"<10,00",4.18,7.58
289,1995,,28.2,0.1,0.27,1.23,3.5,2.8,,6.5,2.5,242,3.5,11.2,6.7,6.7,16.5
289,2000,,25.5,0.09,0.28,0.91,3.5,2.4,,8.6,2.8,214,2.2,13.4,5.7,6.3,19.7
289,2005,,26.7,0.16,0.26,1.35,4.0,2.0,,7.7,2.7,213,3.3,9.6,5.0,5.5,16.9
289,2010,,32.6,0.12,0.14,1.36,3.8,1.9,,5.9,2.0,307,2.9,10.4,3.5,4.8,22.5
289,2015,1.39,29.2,0.15,0.11,1.37,3.9,2.5,0.01,5.1,2.7,260.0,3.0,8.3,3.4,4.8,17.4
289,2020,1.14,26.6,"<2,00","<0,50",1.46,4.37,2.44,"<0,100",5.88,"<10,00",230,3.44,6.89,"<10,00",5.19,13.5
291,1995,,38.3,0.2,0.25,3.29,8.8,4.8,,12.9,5.7,290,5.2,9.6,12.5,20.0,20.8
291,2000,,40.0,0.23,0.25,2.85,10.0,5.0,,10.1,5.1,290,5.5,8.7,11.3,20.0,21.5
291,2005,,42.6,0.27,0.22,3.36,9.1,4.2,,8.9,3.9,306,5.3,10.7,12.1,22.5,20.3
291,2010,,39.0,0.18,0.19,2.34,4.9,3.3,,7.6,2.2,358,3.7,9.2,4.8,6.8,24.7
291,2015,4.08,33.3,0.2,0.16,2.63,5.3,3.4,0.01,6.6,2.7,316.0,4.2,9.0,4.5,7.6,21.1
291,2020,3.65,36.1,"<2,00","<0,50",2.28,5.63,"<2,00","<0,100",9.46,"<10,00",329,3.46,10.3,"<10,00",7.66,22.7
295,1995,,40.2,0.25,0.12,1.55,6.8,6.0,,11.0,3.6,280,3.7,7.3,9.0,13.3,16.9
295,2000,,37.3,0.2,0.16,1.39,6.7,5.3,,9.0,4.2,283,4.1,7.7,8.6,13.3,18.0
295,2005,,40.8,0.29,0.12,1.76,9.2,5.7,,9.5,4.1,290,6.2,8.1,8.9,12.8,19.2
295,2010,,29.7,0.22,0.1,2.1,5.8,5.4,,8.3,2.5,129,5.0,7.2,6.2,7.2,17.6
295,2015,1.45,24.5,0.19,0.07,2.03,5.6,10.2,0.01,6.8,2.8,66.0,5.0,6.3,6.3,7.0,15.2
295,2020,1.35,32.2,"<2,00","<0,50",2.17,6.12,"<2,00","<0,100",10.13,"<10,00",144,4.11,10.1,"<10,00",7.25,14.8
