,Code,Name,lat,lon
368,254190190,"ELBLĄG,Poland",54.1988997, 19.44108568736702
369,354190160,"ELBLĄG-MILEJEWO,Poland",54.216712, 19.52332569983902
370,253229998,"ELŻBIECIN,Poland",50.5091337, 20.7399157
371,253220030,"EŁK,Poland",53.8248304, 22.3615813
372,253180180,"FALĘCIN,Poland",51.8492623, 21.0039084
373,251209991,"FAŁKÓW,Poland",51.1348726, 20.1007167
374,252200140,"FAMUŁKI BROCHOWSKIE,Poland",52.310803, 20.3476291
375,253230110,"FASTY,Poland",53.1697765, 23.0580853
376,251229996,"FELIN,Poland",52.1538889, 22.8191667
377,250220080,"FRAMPOL,Poland",50.671832, 22.6698666
378,254209999,"FRANKNOWO,Poland",54.0319444, 20.7491667
379,253180080,"FRĄCA,Poland",53.7013889, 18.5522222
380,253209984,"FRĄCZKI,Poland",53.93536, 20.60044
381,253200120,"FRĄKNOWO,Poland",53.439926, 20.3335816
382,254190050,"FROMBORK,Poland",54.3583633, 19.6823701
383,254199999,"FROMBORK,Poland",54.3583633, 19.6823701
384,249219990,"FRYSZTAK,Poland",49.8393809, 21.6073264
385,250230130,"FUTORY,Poland",50.1948117, 23.0590453
386,251210170,"GADKA,Poland",52.0166854, 19.5408399
387,250160380,"GAJÓW,Poland",50.5289168, 16.4130879
388,254200060,"GALINY,Poland",51.8416479, 20.59391
389,251219991,"GARBATKA,Poland",52.0291008, 20.8207593
390,251230090,"GARBATÓWKA,Poland",51.35963, 23.1133
391,253180110,"GARDEJA,Poland",53.61101, 18.94734
392,250219982,"GAWŁUSZOWICE,Poland",50.4138303, 21.3817255
393,251150090,"GAWORZYCE,Poland",51.6281886, 15.8825348
394,252199991,"GĄBIN,Poland",52.39942, 19.73072
395,354180140,"GDAŃSK-PORT PÓŁNOCNY,Poland",54.3680204, 18.6837164
396,254180090,"GDAŃSK-RĘBIECHOWO,Poland",54.3874918, 18.4463312
397,354180150,"GDAŃSK-RĘBIECHOWO,Poland",54.3874918, 18.4463312
398,254180110,"GDAŃSK-ŚWIBNO,Poland",, None
399,354180155,"GDAŃSK-ŚWIBNO,Poland",, None
400,254189999,"GDAŃSK-WRZESZCZ,Poland",54.3817696, 18.6055111
401,249209996,"GDÓW,Poland",49.9085036, 20.1996034
402,254180060,"GDYNIA,Poland",54.52333035, 18.604027892041863
403,254180230,"GDYNIA DĄBROWA,Poland",54.45643345, 18.450362596325007
404,254180220,"GDYNIA OKSYWIE,Poland",54.5458913, 18.5362053
405,252180130,"GĘBICE,Poland",50.7103827, 17.0450542
406,249190040,"GIERAŁTOWICE,Poland",50.2241331, 18.7270541
407,250150070,"GIERCZYN,Poland",50.931206, 15.4015186
408,253200040,"GIETRZWAŁD,Poland",53.7479907, 20.2344346
409,249199991,"GILOWICE,Poland",49.711931, 19.3089524
410,253199999,"GIRGAJNY,Poland",53.8579, 19.6607601
411,253220010,"GIŻE,Poland",53.7913012, 22.5136592
412,254219999,"GIŻYCKO,Poland",54.0361354, 21.7661326027255
413,252150030,"GIŻYN,Poland",52.8488106, 20.332722
414,253149993,"GIŻYN K/SZCZECINA,Poland",, None
415,249219992,"GLINIK MARIAMPOLSKI,Poland",49.6838889, 21.1680556
